-1	-160
-7	-178
-13	-195
-20	-211
-26	-227
-32	-242
-38	-258
-45	-273
-50	-287
-56	-301
-61	-315
-66	-328
-70	-341
-74	-353
-78	-365
-81	-377
-83	-388
-86	-399
-89	-410
-91	-421
-93	-432
-96	-443
-99	-454
-102	-465
-105	-477
-109	-490
-113	-503
-116	-516
-120	-530
-124	-544
-128	-557
-132	-571
-136	-584
-140	-596
-143	-606
-146	-614
-149	-620
-151	-623
-153	-623
-155	-620
-156	-614
-157	-604
-158	-592
-158	-578
-158	-561
-157	-543
-155	-523
-153	-502
-150	-481
-147	-460
-142	-438
-138	-416
-133	-395
-127	-373
-122	-351
-116	-328
-110	-306
-105	-284
-99	-261
-94	-239
-89	-217
-84	-196
-80	-175
-76	-155
-72	-136
-68	-118
-65	-101
-61	-85
-57	-69
-53	-55
-50	-41
-45	-27
-41	-13
-37	1
-32	15
-27	29
-22	44
-17	58
-13	74
-8	89
-3	105
1	120
6	136
10	152
15	167
19	182
24	197
29	212
35	227
40	241
46	256
52	270
58	285
64	299
70	313
76	328
81	342
87	355
92	369
96	381
101	393
104	404
108	414
111	423
114	431
117	439
119	445
122	450
124	455
126	460
129	464
131	467
133	471
135	474
137	478
139	481
140	485
141	489
143	493
143	497
144	501
144	504
144	508
144	510
143	512
142	513
141	513
140	511
139	507
138	502
137	494
136	484
136	472
135	457
134	441
133	422
132	402
131	380
129	357
126	333
123	307
120	281
115	255
110	227
105	200
98	173
91	145
84	118
76	91
68	64
60	38
52	12
44	-13
37	-36
30	-59
22	-81
16	-102
9	-122
2	-141
-4	-159
-10	-176
-17	-193
-23	-209
-29	-224
-35	-239
-42	-253
-48	-267
-54	-282
-59	-295
-65	-309
-70	-323
-74	-336
-79	-349
-83	-362
-86	-374
-89	-386
-92	-397
-94	-407
-97	-417
-99	-426
-101	-435
-103	-444
-106	-453
-109	-463
-112	-472
-115	-482
-119	-493
-123	-505
-126	-516
-130	-528
-134	-539
-137	-550
-140	-559
-143	-566
-145	-570
-146	-572
-147	-570
-147	-565
-147	-557
-147	-546
-146	-532
-145	-516
-144	-498
-142	-478
-141	-458
-139	-437
-137	-417
-135	-397
-133	-377
-130	-358
-127	-339
-123	-321
-120	-302
-115	-284
-111	-264
-106	-245
-100	-225
-95	-204
-89	-183
-83	-161
-78	-140
-72	-118
-67	-97
-62	-76
-57	-55
-53	-36
-49	-17
-45	-0
-41	17
-37	34
-34	49
-30	64
-26	79
-22	94
-18	109
-14	124
-9	139
-5	155
-0	171
5	186
10	202
15	218
20	234
24	249
29	264
33	278
37	291
41	305
45	317
48	329
52	341
56	353
60	364
64	376
69	387
74	399
79	411
85	423
91	436
97	449
103	462
109	476
114	489
119	502
124	514
127	525
130	536
133	546
135	554
136	562
137	568
138	573
138	577
138	580
138	583
139	585
139	586
139	587
139	588
139	589
139	589
139	589
139	588
138	585
137	582
136	577
134	569
132	560
130	547
128	533
125	515
123	495
120	473
117	449
114	423
111	396
108	368
105	341
102	313
99	286
96	260
93	235
89	211
85	188
81	166
77	145
72	124
67	103
62	81
56	60
50	38
43	16
37	-6
30	-29
23	-52
17	-74
10	-96
4	-118
-3	-138
-8	-158
-14	-177
-20	-195
-25	-211
-30	-227
-35	-242
-40	-257
-45	-271
-50	-284
-55	-298
-61	-311
-66	-324
-72	-338
-77	-351
-83	-365
-89	-379
-94	-392
-99	-406
-104	-418
-108	-431
-111	-443
-115	-454
-117	-464
-119	-474
-121	-482
-122	-491
-124	-499
-125	-506
-126	-514
-128	-521
-130	-529
-132	-537
-135	-545
-138	-552
-141	-559
-144	-565
-146	-570
-149	-573
-151	-574
-153	-573
-154	-569
-155	-563
-155	-554
-154	-542
-153	-528
-152	-512
-150	-494
-148	-475
-146	-455
-143	-435
-141	-414
-138	-394
-136	-374
-133	-354
-130	-334
-127	-315
-124	-297
-120	-278
-116	-259
-112	-241
-107	-222
-102	-203
-96	-184
-90	-164
-84	-144
-77	-124
-71	-104
-65	-84
-59	-64
-53	-45
-47	-26
-42	-7
-38	10
-34	27
-31	43
-27	57
-25	71
-22	84
-19	96
-17	107
-14	117
-11	127
-8	137
-5	146
-1	156
2	166
6	175
9	185
12	195
15	205
18	215
21	225
23	235
25	245
27	255
29	265
31	275
33	284
36	294
39	303
42	313
46	322
50	332
55	341
59	351
64	362
69	372
73	382
78	393
82	403
85	414
89	423
91	433
94	441
96	449
98	455
100	461
102	465
103	469
104	472
106	474
107	475
108	476
109	477
110	479
111	480
112	482
113	483
113	486
113	488
114	491
114	494
114	496
114	499
114	501
114	502
115	503
115	504
115	504
115	504
116	504
116	503
116	502
116	501
117	500
117	498
117	496
116	493
116	489
116	483
115	476
114	467
113	455
112	440
110	423
108	403
106	380
104	356
101	329
98	300
94	271
90	240
86	210
81	180
76	150
71	122
66	94
60	68
54	43
48	19
42	-4
36	-26
29	-47
23	-68
16	-88
10	-107
3	-126
-3	-145
-9	-164
-16	-182
-21	-200
-27	-217
-33	-234
-38	-251
-42	-267
-47	-282
-51	-297
-54	-311
-58	-325
-61	-338
-64	-351
-67	-365
-71	-378
-74	-391
-77	-405
-81	-419
-85	-433
-89	-448
-93	-463
-97	-478
-101	-493
-105	-508
-109	-523
-113	-537
-117	-551
-121	-564
-125	-576
-129	-588
-133	-598
-136	-608
-140	-616
-143	-623
-146	-629
-149	-634
-151	-637
-154	-639
-155	-639
-157	-638
-158	-635
-158	-630
-158	-623
-158	-614
-157	-603
-156	-590
-154	-575
-151	-558
-148	-539
-145	-518
-142	-496
-138	-474
-134	-451
-130	-427
-125	-404
-121	-382
-117	-359
-113	-338
-109	-318
-105	-299
-101	-280
-98	-263
-94	-246
-90	-229
-87	-213
-83	-197
-79	-180
-75	-164
-71	-146
-67	-129
-62	-111
-57	-92
-53	-74
-48	-55
-43	-36
-38	-17
-33	1
-28	19
-22	37
-17	54
-11	72
-5	89
1	106
7	123
14	140
21	158
28	176
35	194
41	213
48	232
54	251
60	270
65	289
70	307
75	324
79	341
83	356
87	370
90	382
93	393
97	403
100	412
104	421
107	428
111	435
114	442
117	448
120	455
123	462
126	468
129	475
131	482
133	488
134	495
135	501
136	507
137	513
137	517
137	522
137	525
137	527
136	528
136	528
135	527
134	525
133	520
132	515
131	507
130	498
129	486
127	473
126	457
124	439
121	419
118	397
115	373
111	347
106	319
102	291
96	261
91	230
85	199
78	167
72	136
66	105
59	74
53	44
47	14
41	-14
35	-42
29	-68
24	-94
18	-118
12	-142
6	-164
-0	-186
-6	-207
-12	-227
-19	-247
-25	-265
-31	-283
-37	-301
-43	-317
-48	-333
-54	-348
-58	-362
-63	-376
-66	-389
-70	-401
-73	-413
-76	-424
-79	-436
-82	-447
-84	-458
-87	-470
-90	-481
-94	-493
-97	-505
-101	-518
-105	-530
-109	-543
-113	-556
-117	-569
-121	-582
-125	-594
-128	-607
-132	-619
-135	-630
-138	-641
-140	-652
-143	-662
-146	-670
-148	-678
-151	-684
-154	-689
-156	-692
-159	-693
-161	-692
-163	-688
-164	-683
-165	-675
-165	-665
-164	-653
-162	-639
-160	-623
-157	-606
-153	-587
-149	-567
-144	-545
-139	-523
-133	-500
-128	-477
-122	-453
-117	-429
-112	-405
-106	-381
-101	-357
-97	-334
-92	-312
-87	-290
-83	-269
-78	-250
-73	-231
-68	-212
-63	-195
-58	-178
-53	-161
-47	-145
-41	-128
-36	-112
-30	-96
-24	-79
-19	-62
-13	-44
-8	-27
-2	-9
3	10
8	29
13	48
18	67
23	87
28	108
34	129
39	150
45	172
51	194
57	216
63	239
70	261
77	283
84	305
90	326
97	346
104	366
110	384
116	401
121	416
126	431
131	443
135	455
138	465
141	473
143	481
145	487
147	493
148	498
150	503
151	508
152	512
153	516
